Serial No.,Movie Title,Release Month,Release Year,Genre,Type,Country of Origin,Language,Duration (minutes),Director,Cast,IMDb Rating,Rotten Tomatoes (%),Box Office Collection (in millions),Liked By (Number of People),Preferred by Generation,Age Suitability,Streaming Platform,Awards Won,Keywords / Tags,Recommendation Score
1019,The Last Voyage 1019,March,1997,Animation,Movie,South Korea,Korean,119,Christopher Nolan,"Scarlett Johansson, Adam Driver",9,61,1766,1628228,Gen X,PG,Hulu,Oscar,"Comedy, Action",84
1020,Crimson Dawn 1020,November,2011,Animation,Series,France,English,135,Guillermo del Toro,"Song Kang-ho, Lee Sun-kyun",7.3,100,2577,9087588,Gen Z,16+,HBO Max,Cannes Winner,"Comedy, Romance",84
1021,Eternal Shadows 1021,December,2003,Action/Adventure,Series,Japan,Hindi,132,Hayao Miyazaki,"Song Kang-ho, Lee Sun-kyun",6.8,83,2667,260660,Gen Z,R,Hulu,K-Drama Awards,"Romance, Adventure",81
1022,Eternal Shadows 1022,April,1991,Thriller/Drama,Movie,Japan,English,128,Bong Joon-ho,"Brad Pitt, Margot Robbie",7,82,2932,5808568,Gen X,PG,Netflix,None,"Romance, Tragedy",82
1023,Eternal Shadows 1023,June,2022,Fantasy,Series,India,Japanese,99,Anurag Kashyap,"Kim Soo-hyun, Kim Ji-won",8.5,79,663,2463466,Gen X,16+,Prime Video,Cannes Winner,"Adventure, Tragedy",86
1024,Dreamscape 1024,December,1996,Fantasy,Movie,Canada,English,149,Sofia Coppola,"Tom Hanks, Emma Watson",6.9,78,2925,3102975,Gen X,PG-13,Prime Video,Oscar,"Romance, Fantasy",100
1025,The Last Voyage 1025,May,2004,Animation,Movie,Germany,Japanese,162,Anurag Kashyap,"Scarlett Johansson, Adam Driver",8.1,76,679,4155108,"Gen Z, Millennials",PG-13,Prime Video,Baeksang Nominee,"Action, Sci-Fi",91
1026,Eternal Shadows 1026,September,2019,Fantasy,Movie,Japan,French,102,Bong Joon-ho,"Tom Hanks, Emma Watson",7.5,61,1688,9088588,Gen X,PG,Hulu,None,"Tragedy, Mystery",71
1027,Fading Stars 1027,April,2024,Thriller/Drama,Movie,France,Korean,90,Bong Joon-ho,"Henry Cavill, Anya Taylor-Joy",7.4,87,1962,6363649,Gen Z,PG-13,Prime Video,K-Drama Awards,"Tragedy, Drama",80
1028,The Last Voyage 1028,December,2012,Horror,Series,Canada,English,157,Anurag Kashyap,"Robert Pattinson, Zoë Kravitz",7,97,524,7431032,Gen Z,18+,Hulu,None,"Drama, Comedy",77
1029,Beyond Horizon 1029,December,1991,Thriller/Drama,Movie,UK,Korean,192,Guillermo del Toro,"Brad Pitt, Margot Robbie",9,94,784,9426524,Millennials,18+,Netflix,None,"Thriller, Sci-Fi",77
1030,Hidden Truths 1030,January,2006,Action/Adventure,Series,Canada,English,158,Greta Gerwig,"Leonardo DiCaprio, Kate Winslet",9.4,54,1911,4217152,"Gen Z, Millennials",R,Hulu,K-Drama Awards,"Romance, Fantasy",87
1031,Fading Stars 1031,June,2015,Animation,Series,UK,English,120,Christopher Nolan,"Tom Hanks, Emma Watson",6.1,86,1719,6353066,Millennials,R,Disney+,Baeksang Nominee,"Mystery, Adventure",90
1032,Hidden Truths 1032,August,2013,Thriller/Drama,Movie,USA,Spanish,86,Anurag Kashyap,"Ranbir Kapoor, Alia Bhatt",7.5,91,2381,8648819,Gen Z,PG,Netflix,None,"Thriller, Drama",76
1033,Shattered Memories 1033,January,1992,Horror,Movie,France,Hindi,85,Park Chan-wook,"Song Kang-ho, Lee Sun-kyun",7.9,69,1945,2872795,Millennials,16+,Hulu,Baeksang Nominee,"Adventure, Thriller",91
1034,Hidden Truths 1034,February,2023,Fantasy,Series,USA,English,120,Bong Joon-ho,"Tom Hanks, Emma Watson",8.2,57,611,2098292,Millennials,18+,Hulu,None,"Comedy, Fantasy",72
1035,Shattered Memories 1035,May,1995,Horror,Movie,South Korea,Hindi,109,Anurag Kashyap,"Chris Evans, Emily Blunt",8.3,61,1535,8411769,Millennials,PG-13,Hulu,Baeksang Nominee,"Action, Drama",73
1036,Shattered Memories 1036,June,1993,Crime/Comedy/Drama,Movie,France,Hindi,161,Guillermo del Toro,"Scarlett Johansson, Adam Driver",7.9,90,1390,1065133,Gen X,PG,HBO Max,K-Drama Awards,"Romance, Thriller",81
1037,Neon Nights 1037,September,2019,Animation,Series,UK,French,73,Park Chan-wook,"Robert Pattinson, Zoë Kravitz",7,63,1093,6340852,Gen X,18+,Disney+,Oscar,"Drama, Thriller",70
1038,Shattered Memories 1038,September,2024,Horror,Series,India,Korean,198,Park Chan-wook,"Ranbir Kapoor, Alia Bhatt",9.3,99,2305,9708167,Millennials,PG-13,Netflix,Oscar,"Romance, Tragedy",90
1039,Neon Nights 1039,September,1991,Romance/Drama,Movie,South Korea,Spanish,163,David Fincher,"Tom Hanks, Emma Watson",6.2,64,236,5942425,Gen X,R,Prime Video,Golden Globe,"Drama, Thriller",99
1040,The Last Voyage 1040,July,2005,Horror,Movie,Germany,French,136,Park Chan-wook,"Leonardo DiCaprio, Kate Winslet",6.8,73,2752,509148,Gen X,18+,Disney+,Oscar,"Romance, Tragedy",83
1041,Shattered Memories 1041,August,2015,Animation,Series,UK,French,99,Sofia Coppola,"Brad Pitt, Margot Robbie",7.5,76,434,5662261,Gen X,16+,Disney+,Cannes Winner,"Fantasy, Tragedy",70
1042,Beyond Horizon 1042,October,2004,Mystery,Series,UK,French,117,James Cameron,"Scarlett Johansson, Adam Driver",7.9,54,1657,1762138,Gen Z,R,Prime Video,K-Drama Awards,"Drama, Sci-Fi",71
1043,Eternal Shadows 1043,January,2002,Animation,Series,France,Korean,121,Guillermo del Toro,"Henry Cavill, Anya Taylor-Joy",6.7,79,1211,3074507,Gen Z,PG-13,Netflix,Golden Globe,"Comedy, Action",90
1044,Shattered Memories 1044,June,1997,Action/Adventure,Movie,Japan,Japanese,193,Anurag Kashyap,"Ranbir Kapoor, Alia Bhatt",6.9,81,2213,3934763,Gen Z,PG,Netflix,Oscar,"Fantasy, Sci-Fi",87
1045,Fading Stars 1045,February,2004,Sci-Fi/Thriller,Series,South Korea,English,88,Christopher Nolan,"Ranbir Kapoor, Alia Bhatt",6.3,52,1661,5245333,Gen Z,18+,Prime Video,Golden Globe,"Mystery, Action",86
1046,Dreamscape 1046,June,1990,Sci-Fi/Thriller,Series,USA,French,118,David Fincher,"Tom Hanks, Emma Watson",8.9,80,1230,3583329,Gen Z,PG,Hulu,None,"Action, Tragedy",94
1047,Silent Echo 1047,January,2014,Crime/Comedy/Drama,Movie,India,English,145,Bong Joon-ho,"Tom Hanks, Emma Watson",7.4,64,2111,7016848,"Gen Z, Millennials",PG,Netflix,K-Drama Awards,"Sci-Fi, Thriller",90
1048,Eternal Shadows 1048,July,2001,Sci-Fi/Thriller,Series,Canada,Japanese,123,David Fincher,"Scarlett Johansson, Adam Driver",9.3,93,716,9921740,Gen Z,18+,Hulu,None,"Fantasy, Action",97
1049,Fading Stars 1049,March,2000,Animation,Movie,France,Japanese,197,Hayao Miyazaki,"Henry Cavill, Anya Taylor-Joy",7.2,90,579,9712895,Gen X,PG,Prime Video,Cannes Winner,"Adventure, Tragedy",94
1050,Eternal Shadows 1050,April,1990,Animation,Series,France,Japanese,161,Bong Joon-ho,"Chris Evans, Emily Blunt",8.2,91,1019,7551441,"Gen Z, Millennials",PG,Prime Video,Golden Globe,"Comedy, Romance",71
1051,Hidden Truths 1051,April,2006,Fantasy,Series,Germany,French,178,Park Chan-wook,"Robert Pattinson, Zoë Kravitz",8.3,93,506,4055278,Gen Z,PG,HBO Max,Baeksang Nominee,"Mystery, Drama",83
1052,Crimson Dawn 1052,September,2000,Fantasy,Movie,Canada,Hindi,167,Christopher Nolan,"Chris Evans, Emily Blunt",9.1,81,2447,7295180,"Gen Z, Millennials",R,Hulu,Oscar,"Romance, Sci-Fi",80
1053,Beyond Horizon 1053,August,2020,Mystery,Movie,Germany,Spanish,73,David Fincher,"Song Kang-ho, Lee Sun-kyun",9.1,98,2907,6835340,Gen X,PG,HBO Max,Baeksang Nominee,"Adventure, Sci-Fi",89
1054,Eternal Shadows 1054,May,2015,Thriller/Drama,Series,Germany,Hindi,145,Sofia Coppola,"Scarlett Johansson, Adam Driver",8.4,70,1962,4974170,"Gen Z, Millennials",R,Netflix,Golden Globe,"Fantasy, Sci-Fi",96
1055,Shattered Memories 1055,September,2012,Action/Adventure,Movie,India,Japanese,190,Christopher Nolan,"Tom Hanks, Emma Watson",6.5,52,995,8926909,Millennials,PG-13,Prime Video,Baeksang Nominee,"Mystery, Comedy",82
1056,Shattered Memories 1056,December,2008,Documentary,Series,USA,Spanish,116,David Fincher,"Song Kang-ho, Lee Sun-kyun",7.5,75,1500,1410078,Gen X,PG-13,Prime Video,K-Drama Awards,"Sci-Fi, Tragedy",74
1057,Crimson Dawn 1057,July,2005,Horror,Series,Japan,Korean,108,Anurag Kashyap,"Kim Soo-hyun, Kim Ji-won",8.6,97,2644,3390150,Gen Z,R,Prime Video,Baeksang Nominee,"Comedy, Tragedy",92
1058,Eternal Shadows 1058,September,2003,Mystery,Series,France,Hindi,138,Sofia Coppola,"Brad Pitt, Margot Robbie",8,89,2890,7633019,Gen Z,18+,HBO Max,K-Drama Awards,"Drama, Romance",71
1059,The Last Voyage 1059,August,2005,Crime/Comedy/Drama,Series,Germany,Hindi,105,Anurag Kashyap,"Ranbir Kapoor, Alia Bhatt",9.3,90,2831,4904759,Gen X,16+,Hulu,K-Drama Awards,"Drama, Thriller",90
1060,Hidden Truths 1060,July,2004,Mystery,Series,USA,Spanish,200,Hayao Miyazaki,"Robert Pattinson, Zoë Kravitz",9.2,91,2243,3696420,Gen Z,PG,Hulu,Baeksang Nominee,"Adventure, Tragedy",94
1061,Silent Echo 1061,June,2010,Documentary,Series,France,English,175,Sofia Coppola,"Ranbir Kapoor, Alia Bhatt",7,60,1610,2933861,Gen X,PG,Prime Video,Golden Globe,"Sci-Fi, Comedy",71
1062,Fading Stars 1062,October,1993,Sci-Fi/Thriller,Movie,France,Spanish,101,Anurag Kashyap,"Robert Pattinson, Zoë Kravitz",7.8,76,1538,9493012,Gen X,18+,HBO Max,Golden Globe,"Thriller, Romance",83
1063,Hidden Truths 1063,May,2002,Animation,Movie,India,Japanese,73,Park Chan-wook,"Kim Soo-hyun, Kim Ji-won",7.6,88,2941,3360026,"Gen Z, Millennials",PG-13,Hulu,Cannes Winner,"Thriller, Fantasy",85
1064,Hidden Truths 1064,July,1999,Crime/Comedy/Drama,Movie,Germany,English,174,Park Chan-wook,"Chris Evans, Emily Blunt",9.3,67,1822,2572864,Millennials,18+,Hulu,Golden Globe,"Thriller, Sci-Fi",97
1065,The Last Voyage 1065,July,2024,Animation,Movie,France,Hindi,179,Bong Joon-ho,"Ranbir Kapoor, Alia Bhatt",6.4,64,2406,120460,Millennials,PG-13,Prime Video,Golden Globe,"Drama, Romance",89
1066,The Last Voyage 1066,April,1992,Thriller/Drama,Movie,India,Hindi,162,Anurag Kashyap,"Tom Hanks, Emma Watson",6.7,60,1775,5479972,"Gen Z, Millennials",18+,Disney+,Oscar,"Romance, Tragedy",83
1067,Fading Stars 1067,February,2008,Horror,Movie,South Korea,English,141,Park Chan-wook,"Chris Evans, Emily Blunt",6.8,81,2708,7973838,Gen Z,16+,Prime Video,K-Drama Awards,"Mystery, Sci-Fi",79
1068,Neon Nights 1068,March,2016,Horror,Series,Japan,Hindi,82,Bong Joon-ho,"Robert Pattinson, Zoë Kravitz",6.9,58,761,3120876,Gen X,16+,Prime Video,Baeksang Nominee,"Adventure, Action",86
1069,Hidden Truths 1069,January,1992,Action/Adventure,Series,France,Japanese,111,David Fincher,"Tom Hanks, Emma Watson",6.2,78,2909,8672228,Millennials,R,HBO Max,K-Drama Awards,"Drama, Fantasy",96
1070,Shattered Memories 1070,December,1999,Sci-Fi/Thriller,Movie,Japan,Hindi,140,Anurag Kashyap,"Chris Evans, Emily Blunt",7.9,80,546,8222506,Gen Z,18+,Prime Video,None,"Tragedy, Fantasy",73
1071,Fading Stars 1071,May,2006,Romance/Drama,Series,USA,Hindi,133,Guillermo del Toro,"Chris Evans, Emily Blunt",7.1,92,1824,3941810,Gen X,R,Netflix,Oscar,"Drama, Sci-Fi",79
1072,Shattered Memories 1072,May,1992,Horror,Series,UK,French,176,Greta Gerwig,"Chris Evans, Emily Blunt",7.7,69,2705,2916384,Gen Z,PG,Disney+,K-Drama Awards,"Adventure, Fantasy",97
1073,Beyond Horizon 1073,June,2017,Mystery,Movie,USA,German,190,Guillermo del Toro,"Brad Pitt, Margot Robbie",8.1,69,1957,1158053,Millennials,PG,HBO Max,Cannes Winner,"Fantasy, Drama",92
1074,Beyond Horizon 1074,December,2022,Action/Adventure,Movie,USA,Hindi,87,Christopher Nolan,"Ranbir Kapoor, Alia Bhatt",7.9,86,1972,2308794,Gen Z,16+,Netflix,Oscar,"Tragedy, Comedy",79
1075,Hidden Truths 1075,May,2007,Thriller/Drama,Movie,USA,French,198,Anurag Kashyap,"Brad Pitt, Margot Robbie",9.3,89,2142,8184356,"Gen Z, Millennials",PG-13,HBO Max,Oscar,"Romance, Action",94
1076,Fading Stars 1076,June,2022,Action/Adventure,Movie,Germany,Japanese,165,David Fincher,"Brad Pitt, Margot Robbie",7.6,51,1175,6427409,"Gen Z, Millennials",PG,Disney+,None,"Thriller, Action",96
1077,Silent Echo 1077,October,2010,Mystery,Series,India,German,103,Hayao Miyazaki,"Song Kang-ho, Lee Sun-kyun",8.3,61,1305,385352,Gen Z,PG,HBO Max,Oscar,"Sci-Fi, Mystery",95
1078,Crimson Dawn 1078,January,2014,Animation,Movie,UK,Hindi,75,Bong Joon-ho,"Song Kang-ho, Lee Sun-kyun",6.2,51,2370,6963438,Gen Z,PG-13,Prime Video,Oscar,"Sci-Fi, Fantasy",72
1079,Shattered Memories 1079,September,2013,Crime/Comedy/Drama,Movie,UK,English,130,Anurag Kashyap,"Kim Soo-hyun, Kim Ji-won",7.7,61,2026,9147818,"Gen Z, Millennials",R,Disney+,None,"Mystery, Fantasy",77
1080,Neon Nights 1080,August,2019,Action/Adventure,Movie,Canada,Korean,162,Greta Gerwig,"Brad Pitt, Margot Robbie",6.3,80,786,7879841,Gen Z,R,Hulu,Golden Globe,"Action, Fantasy",78
1081,Dreamscape 1081,December,2013,Romance/Drama,Series,India,Hindi,181,Christopher Nolan,"Henry Cavill, Anya Taylor-Joy",6,80,1109,2434490,Gen Z,PG,Prime Video,Baeksang Nominee,"Mystery, Fantasy",100
1082,Fading Stars 1082,June,2021,Mystery,Movie,South Korea,German,95,Guillermo del Toro,"Ranbir Kapoor, Alia Bhatt",6.3,58,776,1458839,Gen Z,PG,Disney+,Golden Globe,"Drama, Tragedy",70
1083,Beyond Horizon 1083,April,2011,Fantasy,Movie,USA,German,91,Christopher Nolan,"Kim Soo-hyun, Kim Ji-won",8.7,50,1414,1948354,Gen X,PG,Disney+,Golden Globe,"Drama, Thriller",72
1084,Crimson Dawn 1084,January,1993,Horror,Series,South Korea,Hindi,74,Hayao Miyazaki,"Leonardo DiCaprio, Kate Winslet",8.6,86,2697,5028800,Gen X,PG-13,HBO Max,Oscar,"Romance, Sci-Fi",78
1085,Dreamscape 1085,March,2020,Animation,Series,UK,Korean,160,Greta Gerwig,"Chris Evans, Emily Blunt",7.3,79,2301,7630880,"Gen Z, Millennials",PG-13,Netflix,Oscar,"Adventure, Fantasy",88
1086,Neon Nights 1086,April,2000,Thriller/Drama,Series,India,Hindi,163,Sofia Coppola,"Henry Cavill, Anya Taylor-Joy",9.4,58,1088,9223418,Gen X,16+,HBO Max,None,"Sci-Fi, Comedy",86
1087,Neon Nights 1087,July,1997,Thriller/Drama,Movie,France,Korean,171,Greta Gerwig,"Ranbir Kapoor, Alia Bhatt",7,63,2379,9572098,"Gen Z, Millennials",18+,Disney+,Baeksang Nominee,"Fantasy, Romance",71
1088,Hidden Truths 1088,July,2024,Mystery,Movie,UK,French,81,Sofia Coppola,"Song Kang-ho, Lee Sun-kyun",8.5,100,1832,6628046,Gen Z,R,Netflix,Cannes Winner,"Drama, Mystery",79
1089,Fading Stars 1089,December,2020,Fantasy,Series,Japan,Korean,142,Anurag Kashyap,"Ranbir Kapoor, Alia Bhatt",6.7,51,2986,4619857,Gen X,R,Netflix,Cannes Winner,"Drama, Action",82
1090,Hidden Truths 1090,November,2009,Action/Adventure,Movie,UK,French,111,Park Chan-wook,"Brad Pitt, Margot Robbie",7.2,85,1107,7409630,Gen X,PG-13,HBO Max,Baeksang Nominee,"Action, Adventure",97
1091,Shattered Memories 1091,March,2016,Romance/Drama,Series,France,Korean,97,Anurag Kashyap,"Chris Evans, Emily Blunt",8.4,71,1795,1914556,"Gen Z, Millennials",18+,Prime Video,Golden Globe,"Romance, Action",93
1092,Hidden Truths 1092,March,2018,Romance/Drama,Series,India,Korean,81,Greta Gerwig,"Scarlett Johansson, Adam Driver",8.7,65,1516,9355800,Gen Z,16+,Disney+,Baeksang Nominee,"Fantasy, Comedy",83
1093,Dreamscape 1093,April,2008,Documentary,Movie,France,Japanese,100,James Cameron,"Tom Hanks, Emma Watson",9,63,1376,1767436,Gen X,R,Hulu,K-Drama Awards,"Romance, Action",80
1094,Hidden Truths 1094,September,2017,Documentary,Movie,Germany,Korean,187,Guillermo del Toro,"Chris Evans, Emily Blunt",6.6,62,1745,7966914,Millennials,R,HBO Max,Oscar,"Thriller, Action",90
1095,Shattered Memories 1095,December,2022,Fantasy,Movie,Japan,Hindi,96,James Cameron,"Brad Pitt, Margot Robbie",7.1,66,1201,5853711,Gen Z,18+,Netflix,None,"Sci-Fi, Adventure",88
1096,Eternal Shadows 1096,November,2017,Animation,Series,Canada,Japanese,112,James Cameron,"Tom Hanks, Emma Watson",6.4,53,2451,8787560,Gen Z,PG-13,HBO Max,None,"Sci-Fi, Fantasy",83
1097,Hidden Truths 1097,April,2001,Thriller/Drama,Series,France,French,188,Park Chan-wook,"Brad Pitt, Margot Robbie",6.5,84,2260,3373005,"Gen Z, Millennials",16+,Prime Video,Oscar,"Mystery, Romance",99
1098,The Last Voyage 1098,May,2024,Fantasy,Movie,UK,English,145,Park Chan-wook,"Ranbir Kapoor, Alia Bhatt",6.4,96,711,2502148,Gen Z,18+,Netflix,Baeksang Nominee,"Romance, Tragedy",72
1099,Shattered Memories 1099,March,2019,Sci-Fi/Thriller,Movie,UK,Japanese,113,Bong Joon-ho,"Song Kang-ho, Lee Sun-kyun",8.7,75,2538,4866138,Millennials,16+,Netflix,Golden Globe,"Mystery, Sci-Fi",92
1100,Eternal Shadows 1100,January,1993,Sci-Fi/Thriller,Series,Germany,Spanish,147,James Cameron,"Henry Cavill, Anya Taylor-Joy",8.7,51,1138,978719,"Gen Z, Millennials",16+,HBO Max,Cannes Winner,"Tragedy, Mystery",83
1101,Crimson Dawn 1101,June,2019,Action/Adventure,Movie,Canada,French,74,Greta Gerwig,"Robert Pattinson, Zoë Kravitz",8.4,80,782,6595275,Gen Z,16+,Disney+,Baeksang Nominee,"Mystery, Tragedy",73
1102,Silent Echo 1102,January,2001,Fantasy,Series,UK,French,190,Park Chan-wook,"Robert Pattinson, Zoë Kravitz",6.8,80,1031,3610560,Gen Z,16+,Disney+,None,"Romance, Tragedy",93
1103,Crimson Dawn 1103,November,2000,Mystery,Series,Canada,English,120,James Cameron,"Tom Hanks, Emma Watson",7,56,258,838757,Gen Z,16+,Disney+,Cannes Winner,"Comedy, Tragedy",100
1104,Fading Stars 1104,March,2002,Documentary,Movie,France,French,97,James Cameron,"Brad Pitt, Margot Robbie",8.7,97,1314,9607502,Gen Z,18+,Prime Video,Cannes Winner,"Thriller, Mystery",75
1105,Neon Nights 1105,June,2011,Action/Adventure,Movie,UK,Japanese,131,Christopher Nolan,"Kim Soo-hyun, Kim Ji-won",6.5,86,57,930085,Millennials,18+,Disney+,K-Drama Awards,"Comedy, Romance",74
1106,Eternal Shadows 1106,September,2017,Animation,Series,Canada,Spanish,181,Guillermo del Toro,"Ranbir Kapoor, Alia Bhatt",6.4,88,2911,971855,Millennials,PG-13,Disney+,Golden Globe,"Fantasy, Comedy",75
1107,The Last Voyage 1107,May,1994,Mystery,Movie,UK,Korean,99,Christopher Nolan,"Scarlett Johansson, Adam Driver",9.4,77,2618,9585150,"Gen Z, Millennials",PG-13,Disney+,K-Drama Awards,"Mystery, Romance",73
1108,The Last Voyage 1108,August,1991,Thriller/Drama,Movie,India,German,98,Sofia Coppola,"Scarlett Johansson, Adam Driver",8.6,73,1220,7456416,Gen X,R,Disney+,Oscar,"Mystery, Action",82
1109,The Last Voyage 1109,January,2019,Action/Adventure,Movie,India,Korean,186,Bong Joon-ho,"Henry Cavill, Anya Taylor-Joy",6.2,53,2023,2050988,Gen Z,16+,Prime Video,Baeksang Nominee,"Mystery, Adventure",86
1110,Eternal Shadows 1110,May,1998,Animation,Movie,Japan,Hindi,193,Christopher Nolan,"Ranbir Kapoor, Alia Bhatt",7.7,82,1435,2600362,Millennials,PG-13,Hulu,Oscar,"Sci-Fi, Thriller",99
1111,Dreamscape 1111,September,2023,Action/Adventure,Movie,India,French,159,James Cameron,"Scarlett Johansson, Adam Driver",7.3,93,2050,3556203,"Gen Z, Millennials",16+,HBO Max,Baeksang Nominee,"Mystery, Sci-Fi",85
1112,Fading Stars 1112,December,1996,Fantasy,Movie,Germany,German,110,Park Chan-wook,"Song Kang-ho, Lee Sun-kyun",6.3,99,2433,7953420,Gen X,PG-13,Hulu,Golden Globe,"Drama, Tragedy",89
1113,The Last Voyage 1113,January,2016,Romance/Drama,Series,UK,German,140,Bong Joon-ho,"Robert Pattinson, Zoë Kravitz",8.4,84,1776,918469,Millennials,18+,Disney+,Cannes Winner,"Mystery, Action",82
1114,Beyond Horizon 1114,August,2024,Mystery,Movie,France,Japanese,127,Bong Joon-ho,"Kim Soo-hyun, Kim Ji-won",7.3,80,126,1256846,Millennials,16+,Netflix,K-Drama Awards,"Fantasy, Tragedy",79
1115,Beyond Horizon 1115,December,2000,Horror,Movie,India,Japanese,141,Park Chan-wook,"Ranbir Kapoor, Alia Bhatt",6.7,79,641,4639199,"Gen Z, Millennials",PG-13,HBO Max,Oscar,"Thriller, Drama",97
1116,Neon Nights 1116,September,1999,Crime/Comedy/Drama,Movie,India,German,111,Hayao Miyazaki,"Brad Pitt, Margot Robbie",9.2,89,669,5266206,"Gen Z, Millennials",18+,Disney+,K-Drama Awards,"Sci-Fi, Thriller",97
1117,Eternal Shadows 1117,August,2004,Fantasy,Series,India,English,150,Anurag Kashyap,"Scarlett Johansson, Adam Driver",8.1,77,415,3965003,Gen Z,R,Prime Video,K-Drama Awards,"Sci-Fi, Tragedy",80
1118,Shattered Memories 1118,April,2021,Thriller/Drama,Movie,Germany,Spanish,196,Greta Gerwig,"Leonardo DiCaprio, Kate Winslet",7.4,100,914,8577594,Gen Z,PG,Hulu,None,"Comedy, Mystery",76
1119,Beyond Horizon 1119,December,1999,Mystery,Movie,UK,Korean,120,Anurag Kashyap,"Scarlett Johansson, Adam Driver",6.6,85,2064,6042942,Gen Z,PG-13,Hulu,K-Drama Awards,"Tragedy, Romance",100
1120,Shattered Memories 1120,December,2021,Mystery,Movie,UK,German,91,David Fincher,"Scarlett Johansson, Adam Driver",9.4,68,1722,3381606,"Gen Z, Millennials",18+,Disney+,Baeksang Nominee,"Comedy, Mystery",84
1121,Beyond Horizon 1121,April,2014,Romance/Drama,Movie,USA,French,176,David Fincher,"Ranbir Kapoor, Alia Bhatt",7.8,73,858,7039652,Gen X,PG-13,Netflix,Baeksang Nominee,"Action, Mystery",88
1122,The Last Voyage 1122,April,2007,Romance/Drama,Movie,Canada,Hindi,88,Bong Joon-ho,"Chris Evans, Emily Blunt",6.7,73,1114,2706701,Gen Z,PG-13,Netflix,None,"Fantasy, Romance",99
1123,Crimson Dawn 1123,January,2023,Crime/Comedy/Drama,Movie,USA,Hindi,140,Park Chan-wook,"Leonardo DiCaprio, Kate Winslet",8.6,97,2470,8585518,Gen X,16+,Prime Video,Cannes Winner,"Mystery, Comedy",76
1124,Eternal Shadows 1124,April,2006,Action/Adventure,Series,Japan,Hindi,84,Guillermo del Toro,"Brad Pitt, Margot Robbie",8.2,55,2028,7338105,Gen Z,16+,Prime Video,Golden Globe,"Drama, Comedy",78
1125,Eternal Shadows 1125,May,2017,Horror,Movie,USA,Korean,176,James Cameron,"Kim Soo-hyun, Kim Ji-won",6.8,95,1676,7484032,Millennials,PG,Prime Video,Baeksang Nominee,"Fantasy, Drama",92
1126,The Last Voyage 1126,August,2010,Sci-Fi/Thriller,Series,France,German,72,Greta Gerwig,"Brad Pitt, Margot Robbie",6.8,93,2545,2645818,"Gen Z, Millennials",18+,Netflix,Cannes Winner,"Sci-Fi, Romance",74
1127,Eternal Shadows 1127,March,2003,Horror,Movie,France,Spanish,89,Bong Joon-ho,"Chris Evans, Emily Blunt",8.1,56,2177,9965061,Gen X,PG,Prime Video,Oscar,"Action, Sci-Fi",93
1128,Eternal Shadows 1128,April,2005,Action/Adventure,Movie,Canada,Japanese,108,Sofia Coppola,"Tom Hanks, Emma Watson",6.5,82,2372,3722611,Gen Z,16+,Disney+,Golden Globe,"Fantasy, Mystery",88
1129,Shattered Memories 1129,October,2011,Sci-Fi/Thriller,Movie,India,French,88,Greta Gerwig,"Song Kang-ho, Lee Sun-kyun",8,59,369,9253429,"Gen Z, Millennials",PG,HBO Max,Baeksang Nominee,"Adventure, Mystery",78
1130,Crimson Dawn 1130,December,2020,Crime/Comedy/Drama,Movie,Germany,English,84,Guillermo del Toro,"Henry Cavill, Anya Taylor-Joy",6.6,96,2065,986662,Gen Z,PG-13,Prime Video,Cannes Winner,"Comedy, Drama",95
